CPF,Papel_Empresa,Salario,Idade,Tempo_Empresa,Departamento,Localizacao,Avaliacao_Desempenho,Carga_Horaria,Bonus
623.771.439-52,Group Product Manager,33183.52,59,1.8,TI,São Paulo,9.0,36,6106.73
456.143.923-11,Tech Lead,21017.18,35,12.2,Marketing,Salvador,6.0,46,1663.84
703.435.260-26,Team Member,8910.6,39,14.0,Vendas,São Paulo,2.3,46,1072.08
121.462.500-87,Group Product Manager,34428.32,44,7.8,Vendas,Fortaleza,10.0,30,4294.81
953.770.519-28,Group Product Manager,34646.23,33,10.5,Vendas,Belo Horizonte,8.9,41,5982.77
274.245.573-22,Team Member,6642.76,28,3.6,Produto,São Paulo,7.8,43,1229.61
394.568.577-70,Team Member,8626.88,28,5.7,Produto,Porto Alegre,5.2,46,1459.54
202.568.875-64,Group Product Manager,29564.72,36,7.4,Produto,Manaus,7.6,37,3587.15
986.748.425-30,Tech Lead,23370.27,24,12.9,Vendas,São Paulo,1.3,40,2310.96
422.977.543-77,Group Product Manager,34062.15,38,5.8,Vendas,Fortaleza,1.9,43,3971.57
500.865.523-24,Team Member,11692.85,30,3.1,Produto,Recife,1.6,50,1362.75
595.227.844-86,Tech Lead,20506.44,39,13.0,TI,Recife,4.7,50,1992.11
574.827.731-59,Product Manager,15215.8,52,11.9,TI,Porto Alegre,4.3,48,1663.37
993.165.784-98,Team Member,6953.79,44,8.3,Vendas,Recife,9.3,41,535.09
314.322.605-34,Team Member,7555.41,25,9.5,TI,Recife,8.5,50,1000.64
827.599.963-80,Team Member,7692.0,34,8.3,TI,Manaus,4.9,42,1514.95
122.111.754-83,Group Product Manager,30104.56,41,11.1,TI,São Paulo,7.7,38,4882.87
240.663.641-62,Team Member,5155.76,26,1.0,Produto,São Paulo,8.5,41,558.77
316.263.858-56,Product Manager,18326.55,31,2.3,Vendas,Rio de Janeiro,9.7,45,1890.34
300.281.438-12,Team Member,10593.98,36,7.1,Vendas,Rio de Janeiro,3.2,34,1424.58
675.147.169-73,Group Product Manager,30054.42,45,11.0,Marketing,Rio de Janeiro,2.9,30,4848.38
338.692.714-53,Product Manager,12379.84,28,5.2,Marketing,Belo Horizonte,8.8,32,1524.94
396.827.920-93,Group Product Manager,34726.61,22,13.8,Marketing,Recife,5.1,37,6888.12
996.610.542-34,Product Manager,15906.05,32,1.4,Marketing,São Paulo,5.9,35,920.31
977.156.988-36,Tech Lead,22220.88,26,10.1,Produto,Salvador,5.8,37,3107.92
584.490.370-10,Tech Lead,16616.31,37,9.9,TI,Porto Alegre,5.5,46,2719.05
739.149.230-55,Group Product Manager,34237.35,29,5.2,Vendas,Brasília,4.4,36,5602.14
508.913.962-19,Group Product Manager,33888.69,27,10.9,Produto,Fortaleza,8.8,45,4728.51
728.732.494-14,Product Manager,17187.56,45,12.7,Vendas,Fortaleza,4.0,45,1610.72
612.571.798-36,Team Member,8211.66,49,13.2,Produto,Curitiba,9.3,41,1286.3
923.363.444-33,Team Member,7557.94,42,13.6,Produto,Salvador,7.9,31,1498.72
478.148.241-90,Tech Lead,21822.42,38,2.9,Vendas,Manaus,9.7,41,4286.71
427.451.469-16,Group Product Manager,34529.32,31,9.1,Marketing,Belo Horizonte,8.7,39,2731.44
604.855.934-34,Product Manager,17962.91,55,6.6,Vendas,Manaus,8.7,39,2537.76
618.147.113-48,Tech Lead,21229.77,25,14.1,TI,São Paulo,9.9,33,2719.21
512.525.717-85,Team Member,9098.37,36,2.4,Vendas,Recife,6.8,41,1609.14
316.195.481-65,Tech Lead,18092.01,47,2.3,Vendas,São Paulo,2.0,32,2213.78
328.413.840-46,Team Member,5598.39,48,4.3,TI,Manaus,3.1,42,742.36
941.622.571-88,Tech Lead,22299.86,60,1.6,Vendas,Recife,7.6,33,2582.06
965.978.177-26,Group Product Manager,33337.67,59,14.9,Vendas,Fortaleza,1.8,45,3530.47
459.480.358-53,Product Manager,18622.99,54,7.7,Vendas,Fortaleza,4.3,39,2634.82
952.404.458-25,Team Member,10295.4,55,12.1,Vendas,Recife,3.0,47,653.76
176.400.946-56,Team Member,7132.06,36,14.5,Marketing,Salvador,6.0,36,759.05
413.347.176-56,Group Product Manager,31080.23,52,8.8,Vendas,São Paulo,3.8,32,2119.59
708.421.108-72,Tech Lead,18022.65,48,9.4,Produto,Brasília,9.8,49,2201.14
538.366.764-53,Tech Lead,24996.8,28,12.1,Vendas,Porto Alegre,7.3,47,4228.96
199.983.267-84,Team Member,7635.96,51,7.1,Vendas,Manaus,8.5,40,1322.65
286.116.615-82,Tech Lead,15535.37,44,3.8,TI,São Paulo,1.1,47,3005.65
207.677.167-49,Tech Lead,21761.42,27,2.3,Vendas,Rio de Janeiro,3.3,42,3676.17
807.973.100-82,Product Manager,12733.02,24,8.6,Produto,Fortaleza,7.1,37,935.36
814.667.232-21,Group Product Manager,28030.09,41,5.9,Vendas,Belo Horizonte,5.4,43,5151.86
284.550.333-52,Team Member,10579.42,54,15.0,Marketing,São Paulo,4.3,32,998.92
516.645.522-62,Product Manager,13818.92,44,10.7,Vendas,Recife,7.5,32,890.14
461.109.250-36,Tech Lead,24521.17,38,4.0,TI,Manaus,7.6,38,4607.49
496.835.174-36,Group Product Manager,23205.23,33,2.3,Marketing,São Paulo,1.4,39,3029.64
697.382.652-98,Product Manager,13732.0,47,1.2,Vendas,Curitiba,2.7,41,1089.08
132.914.106-24,Tech Lead,22222.39,30,8.2,Produto,Recife,1.4,44,2038.41
445.950.255-91,Group Product Manager,20407.46,58,12.7,Marketing,São Paulo,6.2,37,3040.79
567.902.915-76,Product Manager,17355.44,34,14.3,Produto,Brasília,5.4,44,1384.04
281.970.702-56,Product Manager,13469.75,38,11.3,Vendas,Manaus,7.1,49,1236.39
113.731.590-77,Tech Lead,16051.56,38,0.5,Marketing,Belo Horizonte,4.4,42,2205.8
452.652.294-66,Product Manager,16703.99,45,12.7,TI,Curitiba,3.0,42,1086.72
978.114.895-63,Product Manager,13707.77,58,10.4,Marketing,Rio de Janeiro,7.2,38,2550.95
386.875.615-62,Group Product Manager,31893.5,60,7.7,Vendas,Fortaleza,2.0,48,3462.48
797.719.355-57,Group Product Manager,26239.66,46,4.6,Vendas,Brasília,6.7,36,2753.1
579.103.616-88,Group Product Manager,31764.79,32,0.9,Marketing,Rio de Janeiro,3.8,36,3810.84
902.833.899-94,Product Manager,19734.39,42,8.6,Marketing,Recife,3.4,50,2477.42
151.472.211-68,Product Manager,15273.71,56,7.5,Vendas,Recife,3.4,32,2605.72
120.724.518-70,Product Manager,12093.02,29,12.1,Marketing,Salvador,5.8,44,1011.2
231.311.483-38,Team Member,8348.03,43,7.9,Produto,Brasília,7.8,32,963.53
221.337.364-25,Team Member,7265.72,27,12.0,Vendas,São Paulo,3.8,39,912.04
700.804.888-38,Product Manager,15490.67,53,14.8,Vendas,Curitiba,9.7,36,1302.01
622.201.522-43,Team Member,6438.94,26,14.5,Marketing,Belo Horizonte,8.7,50,520.78
698.763.352-89,Group Product Manager,32986.44,47,7.2,TI,Brasília,2.8,30,3584.82
374.620.676-83,Product Manager,18716.42,56,7.2,TI,Manaus,6.0,34,1474.69
315.210.677-11,Product Manager,14567.51,41,4.1,TI,Brasília,8.8,34,1134.04
723.476.332-36,Team Member,9329.71,28,12.0,Marketing,Porto Alegre,4.6,37,942.12
709.419.930-48,Tech Lead,17542.86,26,9.3,TI,Salvador,7.7,36,888.22
663.241.747-32,Product Manager,18717.33,54,0.6,Produto,Manaus,9.1,48,3552.83
222.479.599-39,Group Product Manager,27002.93,60,4.0,Marketing,Fortaleza,7.0,45,3548.89
390.871.428-40,Product Manager,18911.71,22,10.9,TI,Porto Alegre,4.8,45,3124.68
950.758.825-71,Team Member,9541.27,60,10.3,Vendas,Salvador,5.7,32,642.18
435.359.160-40,Group Product Manager,20680.46,26,1.0,TI,Manaus,9.3,32,2942.7
686.852.396-91,Product Manager,19185.57,34,1.9,TI,Recife,7.6,43,2741.23
704.824.224-44,Product Manager,15332.87,54,8.0,Produto,São Paulo,9.0,49,2047.27
841.944.481-45,Product Manager,16014.28,51,8.5,TI,Salvador,7.7,30,2945.24
535.514.760-25,Tech Lead,20210.61,33,1.0,Vendas,Manaus,6.8,48,3956.95
112.573.794-69,Team Member,7215.15,54,11.9,TI,Manaus,8.2,39,1222.36
657.609.467-19,Team Member,9772.87,57,10.3,Vendas,Manaus,2.9,48,1610.14
109.401.523-29,Tech Lead,15192.86,28,4.3,Vendas,São Paulo,1.9,42,808.43
534.508.686-15,Team Member,11612.46,24,10.8,Produto,Salvador,7.3,41,1646.9
842.254.208-40,Tech Lead,16109.92,42,7.7,TI,Recife,8.0,44,2842.93
413.906.434-49,Product Manager,16085.45,52,10.8,Marketing,Curitiba,3.7,40,1918.55
732.418.305-79,Group Product Manager,27769.98,57,2.4,TI,Belo Horizonte,9.0,32,2679.43
416.360.459-24,Tech Lead,23564.69,36,12.6,Vendas,São Paulo,6.7,42,3154.44
399.383.608-34,Group Product Manager,34124.43,33,9.9,Marketing,Brasília,3.0,34,1950.77
839.738.509-40,Product Manager,19593.91,36,4.2,TI,Rio de Janeiro,3.0,46,2750.67
682.189.176-85,Group Product Manager,25726.24,24,13.3,TI,Salvador,6.8,31,3193.54
171.786.644-12,Product Manager,16947.86,29,14.8,Produto,São Paulo,5.4,50,1151.21
354.353.473-14,Product Manager,18441.61,39,8.9,TI,Fortaleza,1.1,44,1888.46
423.693.412-62,Team Member,6589.54,44,2.7,Produto,Curitiba,7.8,36,552.53
831.672.488-60,Team Member,11695.34,47,3.0,Vendas,Brasília,5.4,40,750.31
516.395.780-84,Tech Lead,20629.48,60,14.7,Marketing,Brasília,6.1,42,2795.06
971.219.823-12,Tech Lead,19677.13,37,7.8,Vendas,Recife,7.7,48,3546.2
474.312.897-67,Tech Lead,16666.11,27,14.4,Vendas,Manaus,3.3,44,838.38
463.294.591-23,Group Product Manager,28032.32,48,3.4,Marketing,Fortaleza,2.7,33,3960.7
388.878.333-15,Product Manager,19891.97,35,2.1,Produto,Rio de Janeiro,4.1,48,1592.58
925.772.878-80,Tech Lead,22307.93,42,7.4,Vendas,Rio de Janeiro,7.9,39,1555.41
274.535.678-28,Team Member,8536.85,56,4.1,Marketing,Fortaleza,3.0,30,1650.85
199.424.750-67,Tech Lead,24845.14,52,7.6,Produto,Brasília,2.2,37,1879.69
643.937.765-51,Team Member,10211.81,53,13.0,TI,Salvador,6.5,49,1157.65
174.441.223-31,Tech Lead,21762.87,33,3.6,TI,Curitiba,2.0,40,4334.51
244.697.320-34,Tech Lead,16526.66,39,3.8,Produto,Recife,4.0,32,2387.44
932.466.962-15,Tech Lead,21924.95,28,6.1,Marketing,Fortaleza,9.5,30,1278.64
423.386.233-31,Tech Lead,22557.98,49,5.5,Produto,Rio de Janeiro,8.8,36,4044.26
720.372.399-87,Team Member,8611.11,37,7.7,TI,Rio de Janeiro,3.8,36,1468.33
