cpf,sexo,curso,salario_5_anos,estado,cidade,trabalha_na_area,tipo_empresa
8857,Feminino,Direito,4614.44,CE,Olinda,Não,Pública
8858,Feminino,Engenharia Civil,4670.59,CE,Recife,Sim,Pública
8859,Masculino,Pedagogia,4907.32,PE,Caruaru,Sim,Empreendedor
8860,Feminino,Enfermagem,3378.03,PE,Limoeiro,Não,Empreendedor
8861,Feminino,Engenharia Civil,3107.93,AL,Olinda,Não,Privada
8862,Feminino,Administração,4385.55,PE,Caruaru,Não,Privada
8863,Masculino,Pedagogia,4900.26,PE,Olinda,Não,Privada
8864,Masculino,Pedagogia,3600.13,PE,Vitória,Sim,Pública
8865,Feminino,Direito,5314.6,RN,Recife,Sim,Pública
8866,Masculino,Pedagogia,4352.7,PE,Recife,Sim,Pública
8867,Masculino,Pedagogia,2814.79,PE,Recife,Sim,Empreendedor
8868,Feminino,Administração,2960.04,PE,Limoeiro,Sim,Privada
8869,Masculino,Engenharia Civil,3451.43,AL,Limoeiro,Sim,Empreendedor
8870,Masculino,Pedagogia,1615.46,CE,Recife,Sim,Empreendedor
8871,Feminino,Direito,2835.87,PE,Olinda,Sim,Empreendedor
8872,Masculino,Engenharia Civil,4868.98,PE,Vitória,Não,Pública
8873,Masculino,Direito,5114.16,AL,Limoeiro,Não,Pública
8874,Masculino,Pedagogia,3843.24,CE,Caruaru,Sim,Empreendedor
8875,Masculino,Engenharia Civil,4045.24,AL,Caruaru,Não,Privada
8876,Masculino,Pedagogia,3128.1,PB,Limoeiro,Sim,Pública
8877,Masculino,Administração,2731.82,PB,Recife,Sim,Pública
8878,Masculino,Engenharia Civil,4184.37,PB,Olinda,Não,Empreendedor
8879,Masculino,Direito,2972.23,PE,Vitória,Sim,Pública
8880,Feminino,Administração,5528.4,AL,Caruaru,Não,Privada
8881,Feminino,Enfermagem,3990.31,PE,Limoeiro,Sim,Empreendedor
8882,Feminino,Direito,4034.33,PB,Olinda,Sim,Pública
8883,Feminino,Pedagogia,2228.58,CE,Recife,Não,Empreendedor
8884,Masculino,Direito,717.69,CE,Vitória,Não,Empreendedor
8885,Feminino,Enfermagem,4034.15,AL,Vitória,Sim,Privada
8886,Feminino,Direito,2903.72,CE,Caruaru,Não,Privada
8887,Masculino,Administração,4680.77,PB,Caruaru,Não,Pública
8888,Masculino,Direito,2404.71,AL,Limoeiro,Não,Empreendedor
8889,Masculino,Engenharia Civil,2862.55,AL,Vitória,Não,Pública
8890,Masculino,Enfermagem,4843.35,PB,Recife,Não,Pública
8891,Masculino,Direito,4024.15,PB,Recife,Sim,Pública
8892,Feminino,Enfermagem,2298.41,PB,Limoeiro,Sim,Privada
8893,Masculino,Administração,3540.81,PB,Vitória,Não,Empreendedor
8894,Feminino,Engenharia Civil,5784.48,AL,Caruaru,Não,Empreendedor
8895,Feminino,Pedagogia,3672.36,CE,Recife,Sim,Privada
8896,Masculino,Direito,3322.35,PB,Olinda,Não,Privada
8897,Feminino,Administração,4574.28,RN,Limoeiro,Não,Pública
8898,Feminino,Enfermagem,3922.73,AL,Recife,Não,Pública
8899,Masculino,Enfermagem,5232.4,PE,Olinda,Sim,Privada
8900,Feminino,Administração,4406.12,CE,Olinda,Sim,Privada
8901,Feminino,Direito,4587.85,AL,Recife,Sim,Empreendedor
8902,Feminino,Pedagogia,5290.77,PB,Limoeiro,Não,Empreendedor
8903,Masculino,Direito,3141.14,RN,Olinda,Não,Empreendedor
8904,Masculino,Engenharia Civil,2781.48,PE,Olinda,Sim,Privada
8905,Masculino,Direito,1885.12,CE,Vitória,Não,Pública
8906,Feminino,Engenharia Civil,3246.98,PB,Vitória,Não,Empreendedor
8907,Masculino,Enfermagem,1929.67,AL,Vitória,Não,Privada
8908,Feminino,Engenharia Civil,3938.58,AL,Olinda,Sim,Privada
8909,Masculino,Pedagogia,2763.81,CE,Olinda,Não,Pública
8910,Feminino,Administração,4654.8,RN,Limoeiro,Sim,Empreendedor
8911,Masculino,Engenharia Civil,4434.41,PB,Caruaru,Não,Empreendedor
8912,Masculino,Direito,3032.48,CE,Vitória,Não,Privada
8913,Feminino,Engenharia Civil,4671.55,CE,Caruaru,Não,Empreendedor
8914,Masculino,Enfermagem,3679.08,AL,Vitória,Sim,Pública
8915,Feminino,Engenharia Civil,1374.49,CE,Vitória,Não,Empreendedor
8916,Masculino,Pedagogia,2313.64,PE,Limoeiro,Não,Pública
8917,Masculino,Engenharia Civil,2631.0,PE,Limoeiro,Sim,Privada
8918,Feminino,Pedagogia,3512.29,PB,Recife,Não,Pública
8919,Feminino,Direito,2985.13,CE,Vitória,Não,Pública
8920,Feminino,Enfermagem,2865.22,AL,Vitória,Não,Pública
8921,Masculino,Administração,4197.16,PB,Vitória,Sim,Pública
8922,Feminino,Direito,4444.3,RN,Limoeiro,Sim,Privada
8923,Masculino,Direito,2757.74,AL,Vitória,Sim,Pública
8924,Feminino,Administração,2480.32,RN,Recife,Não,Privada
8925,Feminino,Engenharia Civil,5017.04,PB,Olinda,Não,Empreendedor
8926,Feminino,Engenharia Civil,6771.3,PE,Recife,Sim,Empreendedor
8927,Feminino,Engenharia Civil,2369.72,AL,Olinda,Sim,Empreendedor
8928,Feminino,Enfermagem,4569.37,AL,Limoeiro,Sim,Empreendedor
8929,Feminino,Direito,3333.17,PB,Caruaru,Sim,Privada
8930,Masculino,Pedagogia,4311.18,AL,Limoeiro,Sim,Privada
8931,Feminino,Administração,2356.46,AL,Caruaru,Sim,Empreendedor
8932,Masculino,Direito,1997.9,PB,Olinda,Sim,Pública
8933,Feminino,Engenharia Civil,2152.71,CE,Caruaru,Não,Empreendedor
8934,Feminino,Administração,2823.03,PB,Olinda,Não,Empreendedor
8935,Feminino,Pedagogia,3218.35,AL,Caruaru,Sim,Empreendedor
8936,Masculino,Direito,4634.15,PB,Olinda,Não,Privada
8937,Masculino,Direito,2499.84,AL,Caruaru,Sim,Empreendedor
8938,Feminino,Enfermagem,2734.61,RN,Olinda,Não,Empreendedor
8939,Masculino,Direito,5996.62,RN,Recife,Não,Empreendedor
8940,Feminino,Direito,3564.05,PE,Vitória,Sim,Privada
8941,Feminino,Pedagogia,3842.38,PB,Recife,Não,Empreendedor
8942,Masculino,Pedagogia,4394.37,PB,Limoeiro,Não,Empreendedor
8943,Masculino,Administração,2871.39,RN,Caruaru,Não,Pública
8944,Masculino,Engenharia Civil,3477.99,RN,Olinda,Não,Empreendedor
8945,Masculino,Pedagogia,3113.05,RN,Recife,Sim,Privada
8946,Feminino,Administração,3400.35,PE,Recife,Sim,Pública
8947,Masculino,Direito,4511.89,PE,Olinda,Não,Empreendedor
8948,Masculino,Administração,4309.6,CE,Caruaru,Não,Privada
8949,Feminino,Administração,761.26,PB,Limoeiro,Sim,Pública
8950,Masculino,Administração,4697.45,PE,Limoeiro,Não,Privada
8951,Masculino,Administração,3085.13,AL,Limoeiro,Sim,Pública
8952,Masculino,Pedagogia,3973.76,PB,Olinda,Não,Privada
8953,Masculino,Engenharia Civil,3010.92,CE,Recife,Não,Pública
8954,Feminino,Administração,3437.83,RN,Limoeiro,Não,Empreendedor
8955,Feminino,Enfermagem,5078.35,CE,Recife,Sim,Empreendedor
8956,Masculino,Direito,3903.29,PB,Limoeiro,Não,Empreendedor
8957,Masculino,Direito,5017.01,RN,Limoeiro,Sim,Empreendedor
8958,Feminino,Direito,3438.84,CE,Caruaru,Sim,Pública
8959,Masculino,Direito,3314.11,CE,Olinda,Sim,Pública
8960,Masculino,Direito,3514.61,PB,Caruaru,Sim,Pública
8961,Masculino,Administração,1976.63,PE,Recife,Não,Pública
8962,Masculino,Engenharia Civil,270.79,AL,Recife,Sim,Pública
8963,Masculino,Enfermagem,2563.12,CE,Olinda,Sim,Pública
8964,Masculino,Pedagogia,4732.68,AL,Limoeiro,Sim,Empreendedor
8965,Masculino,Enfermagem,5204.65,PB,Olinda,Sim,Pública
8966,Masculino,Pedagogia,1097.16,PB,Limoeiro,Não,Privada
8967,Masculino,Pedagogia,5044.01,PE,Vitória,Sim,Privada
8968,Feminino,Enfermagem,2789.21,RN,Vitória,Sim,Privada
8969,Feminino,Administração,1788.32,AL,Olinda,Sim,Pública
8970,Feminino,Direito,4771.07,CE,Vitória,Sim,Empreendedor
8971,Masculino,Administração,2893.47,RN,Vitória,Não,Privada
8972,Masculino,Direito,6638.64,AL,Recife,Sim,Pública
8973,Feminino,Engenharia Civil,2692.11,AL,Limoeiro,Não,Pública
8974,Masculino,Pedagogia,3168.37,RN,Vitória,Sim,Empreendedor
8975,Feminino,Enfermagem,2328.21,RN,Caruaru,Não,Pública
8976,Masculino,Engenharia Civil,3679.88,PE,Recife,Sim,Pública
8977,Feminino,Direito,4456.48,CE,Limoeiro,Sim,Privada
8978,Feminino,Administração,1423.67,CE,Recife,Sim,Privada
8979,Feminino,Enfermagem,4286.96,CE,Caruaru,Sim,Privada
8980,Masculino,Pedagogia,3009.61,RN,Limoeiro,Não,Privada
8981,Feminino,Engenharia Civil,2466.91,PE,Olinda,Sim,Privada
8982,Masculino,Pedagogia,1818.53,PB,Olinda,Não,Pública
8983,Masculino,Direito,4674.35,PE,Recife,Sim,Pública
8984,Masculino,Pedagogia,3844.03,RN,Olinda,Sim,Empreendedor
8985,Masculino,Administração,2801.51,PE,Limoeiro,Não,Privada
8986,Masculino,Engenharia Civil,4435.35,RN,Caruaru,Sim,Privada
8987,Masculino,Engenharia Civil,4135.79,AL,Caruaru,Não,Privada
8988,Masculino,Administração,4541.42,AL,Olinda,Sim,Privada
8989,Feminino,Pedagogia,5468.72,PB,Vitória,Sim,Privada
8990,Feminino,Administração,3761.02,AL,Vitória,Não,Pública
8991,Feminino,Enfermagem,5818.85,PB,Vitória,Sim,Pública
8992,Masculino,Administração,5213.1,CE,Olinda,Não,Privada
8993,Masculino,Pedagogia,4440.13,RN,Olinda,Sim,Pública
8994,Masculino,Administração,1470.52,CE,Olinda,Sim,Privada
8995,Masculino,Direito,3631.75,CE,Limoeiro,Não,Empreendedor
8996,Feminino,Administração,3795.59,PB,Vitória,Sim,Privada
8997,Masculino,Administração,3758.69,RN,Recife,Sim,Empreendedor
8998,Feminino,Pedagogia,3368.23,PB,Limoeiro,Não,Empreendedor
8999,Masculino,Enfermagem,4275.26,PE,Limoeiro,Não,Privada
9000,Feminino,Enfermagem,4434.99,CE,Olinda,Sim,Privada
9001,Masculino,Pedagogia,1493.39,RN,Olinda,Não,Privada
9002,Feminino,Pedagogia,5125.81,CE,Limoeiro,Não,Privada
9003,Masculino,Pedagogia,1728.26,PE,Olinda,Não,Pública
9004,Feminino,Direito,3012.92,PE,Vitória,Sim,Pública
9005,Masculino,Engenharia Civil,2434.91,RN,Limoeiro,Sim,Empreendedor
9006,Feminino,Administração,2633.88,RN,Limoeiro,Sim,Privada
9007,Feminino,Pedagogia,4803.84,PE,Limoeiro,Não,Pública
9008,Masculino,Pedagogia,3645.94,CE,Olinda,Sim,Pública
9009,Feminino,Pedagogia,4319.12,AL,Limoeiro,Sim,Pública
9010,Masculino,Enfermagem,4258.42,CE,Recife,Sim,Empreendedor
9011,Masculino,Pedagogia,1201.95,AL,Recife,Sim,Pública
9012,Masculino,Administração,2830.71,PB,Vitória,Sim,Privada
9013,Feminino,Pedagogia,4398.29,RN,Limoeiro,Não,Pública
9014,Feminino,Administração,4288.21,PE,Limoeiro,Não,Privada
9015,Masculino,Direito,1391.99,PB,Olinda,Não,Pública
9016,Masculino,Engenharia Civil,4736.03,CE,Caruaru,Sim,Privada
9017,Feminino,Enfermagem,4239.27,AL,Caruaru,Não,Empreendedor
9018,Feminino,Administração,2344.65,RN,Limoeiro,Sim,Pública
9019,Feminino,Direito,3990.35,AL,Vitória,Não,Pública
9020,Masculino,Engenharia Civil,3225.07,CE,Recife,Sim,Empreendedor
9021,Masculino,Engenharia Civil,4090.36,CE,Limoeiro,Sim,Empreendedor
9022,Masculino,Engenharia Civil,1339.72,PE,Limoeiro,Não,Empreendedor
9023,Masculino,Administração,3076.87,PB,Vitória,Não,Privada
9024,Masculino,Direito,4916.86,RN,Vitória,Não,Privada
9025,Feminino,Pedagogia,4146.58,PE,Caruaru,Não,Pública
9026,Masculino,Direito,4449.97,AL,Limoeiro,Sim,Privada
9027,Feminino,Direito,3219.75,PB,Limoeiro,Sim,Pública
9028,Feminino,Direito,4177.22,RN,Olinda,Sim,Empreendedor
9029,Masculino,Administração,3304.29,AL,Recife,Não,Pública
9030,Feminino,Administração,2390.19,RN,Olinda,Sim,Empreendedor
9031,Masculino,Administração,3197.41,RN,Olinda,Sim,Empreendedor
9032,Feminino,Direito,5244.85,PB,Recife,Sim,Pública
9033,Masculino,Administração,4858.79,AL,Limoeiro,Sim,Privada
9034,Masculino,Engenharia Civil,2309.36,PE,Caruaru,Não,Privada
9035,Feminino,Administração,2999.19,PE,Recife,Não,Pública
9036,Masculino,Enfermagem,2390.91,PE,Vitória,Não,Privada
9037,Feminino,Administração,3715.43,RN,Limoeiro,Não,Empreendedor
9038,Masculino,Administração,4696.73,CE,Recife,Sim,Empreendedor
9039,Masculino,Administração,5938.15,PB,Recife,Sim,Privada
9040,Masculino,Administração,1787.06,PE,Recife,Não,Privada
9041,Feminino,Enfermagem,4530.02,PB,Caruaru,Não,Empreendedor
9042,Feminino,Pedagogia,3490.78,RN,Olinda,Não,Pública
9043,Masculino,Administração,3059.44,PB,Olinda,Sim,Privada
9044,Feminino,Engenharia Civil,2377.65,PE,Recife,Não,Privada
9045,Masculino,Enfermagem,5635.83,PE,Recife,Sim,Pública
9046,Feminino,Pedagogia,1545.36,RN,Olinda,Sim,Empreendedor
9047,Feminino,Administração,2912.29,RN,Caruaru,Não,Pública
9048,Masculino,Pedagogia,3940.76,AL,Limoeiro,Não,Pública
9049,Masculino,Engenharia Civil,4043.95,RN,Olinda,Não,Pública
9050,Masculino,Enfermagem,4996.16,CE,Recife,Não,Privada
9051,Masculino,Enfermagem,2443.18,CE,Caruaru,Não,Empreendedor
9052,Masculino,Pedagogia,4249.26,PE,Caruaru,Não,Empreendedor
9053,Feminino,Administração,3424.48,RN,Recife,Sim,Privada
9054,Feminino,Direito,3548.26,CE,Vitória,Não,Pública
9055,Masculino,Enfermagem,2948.51,CE,Caruaru,Não,Privada
9056,Masculino,Direito,3694.24,AL,Olinda,Sim,Pública
9057,Masculino,Enfermagem,3329.14,RN,Vitória,Sim,Pública
9058,Feminino,Administração,3072.49,AL,Limoeiro,Sim,Pública
9059,Masculino,Administração,2869.76,PB,Olinda,Não,Pública
9060,Masculino,Enfermagem,3946.99,AL,Recife,Sim,Privada
9061,Feminino,Pedagogia,1902.93,PB,Vitória,Sim,Pública
9062,Feminino,Administração,3269.18,PB,Olinda,Não,Privada
9063,Feminino,Administração,2578.74,RN,Caruaru,Não,Pública
9064,Feminino,Engenharia Civil,3352.51,PB,Recife,Sim,Privada
9065,Masculino,Administração,3367.76,PB,Vitória,Não,Empreendedor
9066,Feminino,Engenharia Civil,4540.22,AL,Caruaru,Não,Privada
9067,Feminino,Administração,4290.82,RN,Recife,Não,Empreendedor
9068,Masculino,Administração,3850.16,RN,Recife,Sim,Privada
9069,Masculino,Pedagogia,3707.28,PB,Vitória,Não,Empreendedor
9070,Masculino,Pedagogia,3270.97,AL,Vitória,Não,Privada
9071,Feminino,Administração,3248.78,AL,Vitória,Sim,Pública
9072,Masculino,Enfermagem,1402.56,AL,Olinda,Sim,Empreendedor
9073,Feminino,Enfermagem,4380.5,AL,Recife,Sim,Pública
9074,Feminino,Administração,3819.83,PE,Limoeiro,Sim,Empreendedor
9075,Feminino,Enfermagem,4940.45,PB,Caruaru,Não,Pública
9076,Masculino,Administração,2834.52,PB,Vitória,Não,Pública
9077,Feminino,Pedagogia,5012.44,PB,Recife,Não,Privada
9078,Masculino,Direito,3269.81,RN,Caruaru,Não,Pública
9079,Masculino,Engenharia Civil,2812.21,RN,Limoeiro,Não,Empreendedor
9080,Masculino,Enfermagem,5354.53,AL,Caruaru,Não,Empreendedor
9081,Feminino,Enfermagem,3936.67,RN,Limoeiro,Não,Empreendedor
9082,Feminino,Pedagogia,5505.21,CE,Vitória,Sim,Privada
9083,Feminino,Enfermagem,3704.59,PB,Olinda,Não,Privada
9084,Masculino,Administração,4468.91,PB,Limoeiro,Não,Empreendedor
9085,Feminino,Administração,4734.45,PE,Vitória,Sim,Pública
9086,Feminino,Direito,3162.36,PE,Caruaru,Não,Privada
9087,Feminino,Direito,3915.28,CE,Caruaru,Sim,Pública
9088,Feminino,Direito,3685.06,PE,Caruaru,Sim,Privada
9089,Feminino,Administração,4498.79,AL,Olinda,Não,Privada
9090,Masculino,Direito,2221.57,AL,Recife,Sim,Privada
9091,Masculino,Direito,4221.36,PB,Limoeiro,Não,Privada
9092,Masculino,Administração,4604.56,AL,Recife,Sim,Empreendedor
9093,Masculino,Pedagogia,2680.55,PE,Caruaru,Sim,Privada
9094,Feminino,Enfermagem,2442.26,CE,Olinda,Não,Privada
9095,Masculino,Engenharia Civil,1510.07,AL,Vitória,Não,Empreendedor
9096,Feminino,Administração,5994.16,PB,Olinda,Sim,Empreendedor
9097,Masculino,Administração,2621.98,PB,Recife,Sim,Empreendedor
9098,Masculino,Engenharia Civil,5201.54,PE,Caruaru,Não,Empreendedor
9099,Masculino,Engenharia Civil,3250.42,AL,Limoeiro,Não,Pública
9100,Feminino,Direito,4817.85,PE,Olinda,Sim,Empreendedor
9101,Feminino,Engenharia Civil,4197.13,PB,Recife,Não,Empreendedor
9102,Masculino,Enfermagem,6022.58,CE,Recife,Sim,Empreendedor
9103,Feminino,Enfermagem,5234.98,AL,Vitória,Não,Pública
9104,Masculino,Enfermagem,3755.72,CE,Limoeiro,Não,Empreendedor
9105,Masculino,Enfermagem,3871.8,AL,Recife,Sim,Pública
9106,Masculino,Enfermagem,4314.94,PB,Limoeiro,Não,Privada
9107,Feminino,Direito,6717.57,AL,Caruaru,Sim,Pública
9108,Masculino,Administração,3581.28,PB,Olinda,Sim,Empreendedor
9109,Masculino,Engenharia Civil,1948.78,RN,Recife,Sim,Pública
9110,Masculino,Administração,3793.66,PB,Caruaru,Sim,Pública
9111,Feminino,Engenharia Civil,2731.2,PB,Vitória,Não,Pública
9112,Masculino,Direito,3753.53,AL,Limoeiro,Não,Pública
9113,Feminino,Direito,4881.38,CE,Caruaru,Sim,Pública
9114,Masculino,Pedagogia,4104.9,PB,Limoeiro,Não,Pública
9115,Feminino,Pedagogia,2788.16,AL,Limoeiro,Não,Pública
9116,Masculino,Direito,3256.53,PB,Recife,Não,Pública
9117,Masculino,Direito,2220.52,PE,Limoeiro,Não,Privada
9118,Feminino,Engenharia Civil,5030.76,PE,Caruaru,Não,Privada
9119,Feminino,Direito,4484.74,PE,Vitória,Não,Empreendedor
9120,Masculino,Administração,2193.99,PE,Recife,Sim,Empreendedor
9121,Feminino,Engenharia Civil,6525.22,CE,Olinda,Não,Empreendedor
9122,Masculino,Direito,3239.65,PB,Vitória,Não,Empreendedor
9123,Masculino,Engenharia Civil,3854.63,PE,Caruaru,Sim,Empreendedor
9124,Masculino,Engenharia Civil,3094.97,AL,Recife,Sim,Empreendedor
9125,Feminino,Enfermagem,4004.11,PE,Limoeiro,Sim,Privada
9126,Masculino,Pedagogia,3612.87,RN,Vitória,Não,Privada
9127,Feminino,Engenharia Civil,1822.86,RN,Recife,Sim,Privada
9128,Masculino,Engenharia Civil,4908.21,CE,Olinda,Sim,Pública
9129,Feminino,Enfermagem,2506.23,RN,Olinda,Não,Pública
9130,Feminino,Direito,4600.53,AL,Olinda,Sim,Empreendedor
9131,Masculino,Engenharia Civil,3221.77,PE,Recife,Não,Privada
9132,Feminino,Enfermagem,3575.99,RN,Vitória,Não,Empreendedor
9133,Masculino,Administração,4078.54,RN,Limoeiro,Não,Privada
9134,Masculino,Enfermagem,3664.72,CE,Vitória,Não,Privada
9135,Masculino,Pedagogia,4392.59,RN,Limoeiro,Não,Empreendedor
9136,Masculino,Pedagogia,2650.16,PE,Vitória,Não,Empreendedor
9137,Masculino,Direito,4744.26,PB,Vitória,Não,Pública
9138,Feminino,Direito,2263.36,PE,Recife,Não,Privada
9139,Masculino,Pedagogia,2404.6,RN,Olinda,Sim,Pública
9140,Feminino,Pedagogia,4194.82,RN,Olinda,Sim,Pública
9141,Feminino,Engenharia Civil,4759.46,RN,Olinda,Não,Pública
9142,Masculino,Pedagogia,3840.59,CE,Olinda,Não,Pública
9143,Feminino,Direito,5290.64,AL,Vitória,Não,Privada
9144,Masculino,Pedagogia,2499.7,PE,Olinda,Não,Privada
9145,Feminino,Direito,2101.64,RN,Vitória,Não,Pública
9146,Feminino,Administração,4505.9,PB,Limoeiro,Sim,Privada
9147,Feminino,Pedagogia,3646.76,CE,Caruaru,Sim,Pública
9148,Masculino,Direito,4467.39,AL,Caruaru,Não,Empreendedor
9149,Feminino,Enfermagem,2266.37,RN,Limoeiro,Sim,Pública
9150,Masculino,Engenharia Civil,2968.14,PE,Vitória,Sim,Empreendedor
9151,Feminino,Direito,5591.34,PB,Olinda,Não,Pública
9152,Feminino,Pedagogia,3258.78,CE,Recife,Não,Pública
9153,Feminino,Pedagogia,5211.8,PE,Vitória,Não,Privada
9154,Feminino,Administração,4432.15,PE,Vitória,Sim,Empreendedor
9155,Masculino,Enfermagem,3157.44,CE,Limoeiro,Não,Privada
9156,Masculino,Direito,5194.11,PE,Limoeiro,Não,Pública
9157,Feminino,Enfermagem,3891.63,PB,Recife,Não,Empreendedor
9158,Feminino,Administração,3516.24,PB,Olinda,Sim,Pública
9159,Masculino,Engenharia Civil,3404.16,PE,Caruaru,Sim,Empreendedor
9160,Masculino,Enfermagem,4026.59,RN,Olinda,Não,Empreendedor
9161,Masculino,Administração,2146.03,PE,Olinda,Não,Pública
9162,Masculino,Direito,4578.82,RN,Vitória,Sim,Pública
9163,Feminino,Engenharia Civil,4029.7,PE,Recife,Sim,Privada
9164,Feminino,Pedagogia,2814.59,AL,Vitória,Não,Privada
9165,Masculino,Administração,1977.83,PB,Limoeiro,Não,Pública
9166,Masculino,Pedagogia,3199.19,PE,Caruaru,Sim,Privada
9167,Masculino,Engenharia Civil,3800.2,PB,Recife,Sim,Privada
9168,Masculino,Administração,3687.17,CE,Recife,Sim,Pública
9169,Masculino,Administração,3679.78,AL,Olinda,Sim,Empreendedor
9170,Masculino,Engenharia Civil,4308.56,RN,Vitória,Sim,Pública
9171,Feminino,Direito,2119.18,CE,Olinda,Não,Privada
9172,Feminino,Administração,3421.5,AL,Olinda,Não,Pública
9173,Feminino,Engenharia Civil,3857.41,CE,Recife,Não,Pública
9174,Masculino,Enfermagem,4052.84,PB,Caruaru,Sim,Empreendedor
9175,Masculino,Pedagogia,4578.6,AL,Limoeiro,Não,Empreendedor
9176,Masculino,Administração,3255.8,CE,Olinda,Não,Privada
9177,Feminino,Enfermagem,3563.97,RN,Caruaru,Não,Privada
9178,Masculino,Administração,2610.15,AL,Olinda,Não,Privada
9179,Masculino,Direito,3965.89,AL,Caruaru,Sim,Privada
9180,Feminino,Engenharia Civil,2455.46,CE,Vitória,Não,Privada
9181,Masculino,Administração,4188.47,PE,Limoeiro,Sim,Pública
9182,Feminino,Engenharia Civil,4917.37,RN,Recife,Não,Pública
9183,Feminino,Administração,4061.94,RN,Vitória,Sim,Privada
9184,Masculino,Direito,5039.96,CE,Olinda,Não,Empreendedor
9185,Feminino,Direito,2955.82,PB,Olinda,Não,Empreendedor
9186,Masculino,Enfermagem,2061.55,PB,Limoeiro,Sim,Privada
9187,Feminino,Direito,3305.87,PE,Limoeiro,Sim,Pública
9188,Masculino,Engenharia Civil,2763.15,PE,Limoeiro,Sim,Empreendedor
9189,Feminino,Direito,2907.88,CE,Olinda,Sim,Empreendedor
9190,Masculino,Administração,833.82,PB,Olinda,Não,Empreendedor
9191,Feminino,Direito,3710.75,RN,Recife,Não,Empreendedor
9192,Feminino,Engenharia Civil,3525.81,PB,Limoeiro,Sim,Pública
9193,Feminino,Administração,4511.69,CE,Caruaru,Não,Pública
9194,Masculino,Enfermagem,4163.72,PB,Recife,Não,Empreendedor
9195,Masculino,Enfermagem,3289.59,AL,Caruaru,Não,Pública
9196,Feminino,Enfermagem,4595.42,CE,Vitória,Sim,Pública
9197,Masculino,Administração,4563.97,AL,Limoeiro,Não,Privada
9198,Feminino,Enfermagem,2915.61,CE,Recife,Não,Privada
9199,Masculino,Direito,3735.33,RN,Recife,Sim,Privada
9200,Feminino,Administração,5312.6,CE,Vitória,Sim,Privada
9201,Masculino,Administração,3891.84,CE,Vitória,Não,Empreendedor
9202,Feminino,Administração,2513.39,CE,Vitória,Não,Privada
9203,Feminino,Pedagogia,2153.02,CE,Recife,Sim,Privada
9204,Feminino,Engenharia Civil,1734.42,PE,Olinda,Não,Pública
9205,Feminino,Pedagogia,1042.7,AL,Caruaru,Sim,Empreendedor
9206,Masculino,Pedagogia,2919.1,CE,Caruaru,Não,Pública
9207,Feminino,Pedagogia,3290.52,CE,Vitória,Sim,Pública
9208,Masculino,Engenharia Civil,2328.41,PE,Olinda,Sim,Pública
9209,Masculino,Pedagogia,2678.92,PB,Olinda,Não,Privada
9210,Feminino,Enfermagem,2355.12,PE,Vitória,Sim,Empreendedor
9211,Masculino,Administração,1604.09,PE,Limoeiro,Não,Privada
9212,Masculino,Administração,3296.15,PE,Recife,Não,Empreendedor
9213,Masculino,Direito,4302.43,CE,Limoeiro,Não,Pública
9214,Feminino,Enfermagem,2888.03,PE,Olinda,Não,Empreendedor
9215,Masculino,Engenharia Civil,4863.32,PE,Vitória,Não,Pública
9216,Masculino,Administração,3683.76,PE,Recife,Sim,Privada
9217,Feminino,Pedagogia,4571.61,CE,Caruaru,Não,Pública
9218,Feminino,Direito,3538.03,RN,Olinda,Não,Privada
9219,Masculino,Direito,4305.42,RN,Recife,Não,Privada
9220,Feminino,Administração,1806.89,PB,Recife,Sim,Privada
9221,Masculino,Enfermagem,4510.95,CE,Limoeiro,Sim,Pública
9222,Masculino,Direito,3507.8,PE,Caruaru,Sim,Privada
9223,Masculino,Administração,4817.51,PE,Limoeiro,Sim,Empreendedor
9224,Feminino,Enfermagem,3197.3,PE,Limoeiro,Não,Empreendedor
9225,Masculino,Administração,5590.04,RN,Limoeiro,Não,Empreendedor
9226,Feminino,Administração,4140.45,PE,Limoeiro,Sim,Empreendedor
9227,Feminino,Enfermagem,2413.68,PE,Olinda,Sim,Privada
9228,Masculino,Enfermagem,4853.75,RN,Caruaru,Sim,Empreendedor
9229,Feminino,Enfermagem,2230.58,PE,Limoeiro,Sim,Pública
9230,Feminino,Administração,2163.47,PB,Olinda,Não,Empreendedor
9231,Feminino,Direito,5046.52,AL,Olinda,Sim,Empreendedor
9232,Feminino,Engenharia Civil,3902.54,PB,Recife,Não,Pública
9233,Feminino,Engenharia Civil,3586.87,CE,Recife,Não,Pública
9234,Masculino,Administração,2895.26,PB,Vitória,Sim,Empreendedor
9235,Feminino,Administração,4498.04,PB,Olinda,Não,Privada
9236,Masculino,Direito,3173.9,RN,Vitória,Não,Pública
9237,Masculino,Enfermagem,3741.96,CE,Olinda,Sim,Privada
9238,Masculino,Administração,2147.31,PB,Limoeiro,Não,Privada
9239,Masculino,Pedagogia,3430.8,AL,Limoeiro,Sim,Empreendedor
9240,Masculino,Enfermagem,3710.3,PB,Vitória,Sim,Privada
9241,Masculino,Administração,4141.18,PE,Limoeiro,Sim,Privada
9242,Feminino,Pedagogia,3905.34,RN,Limoeiro,Não,Privada
9243,Feminino,Direito,3099.75,PE,Recife,Não,Empreendedor
9244,Feminino,Pedagogia,3841.67,CE,Limoeiro,Sim,Pública
9245,Masculino,Administração,4676.85,CE,Recife,Sim,Empreendedor
9246,Feminino,Engenharia Civil,1719.08,RN,Caruaru,Não,Pública
